StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          1236.0       0.0          0            
S0           f            40.0         50.0         0.0          0.0          1236.0       0.0          0            
S1           f            73.0         52.0         0.0          0.0          1236.0       0.0          0            
S2           f            90.0         55.0         0.0          0.0          1236.0       0.0          0            
S3           f            55.0         79.0         0.0          0.0          1236.0       0.0          0            
S4           f            69.0         89.0         0.0          0.0          1236.0       0.0          0            
S5           f            32.0         80.0         0.0          0.0          1236.0       0.0          0            
S6           f            39.0         96.0         0.0          0.0          1236.0       0.0          0            
S7           f            23.0         80.0         0.0          0.0          1236.0       0.0          0            
S8           f            4.0          83.0         0.0          0.0          1236.0       0.0          0            
S9           f            18.0         58.0         0.0          0.0          1236.0       0.0          0            
S10          f            1.0          56.0         0.0          0.0          1236.0       0.0          0            
S11          f            13.0         31.0         0.0          0.0          1236.0       0.0          0            
S12          f            -5.0         38.0         0.0          0.0          1236.0       0.0          0            
S13          f            26.0         37.0         0.0          0.0          1236.0       0.0          0            
S14          f            28.0         13.0         0.0          0.0          1236.0       0.0          0            
S15          f            39.0         31.0         0.0          0.0          1236.0       0.0          0            
S16          f            48.0         11.0         0.0          0.0          1236.0       0.0          0            
S17          f            59.0         17.0         0.0          0.0          1236.0       0.0          0            
S18          f            73.0         23.0         0.0          0.0          1236.0       0.0          0            
S19          f            74.0         32.0         0.0          0.0          1236.0       0.0          0            
S20          f            90.0         44.0         0.0          0.0          1236.0       0.0          0            
C1           cd           45.0         68.0         -30.0        0.0          1127.0       90.0         C2           
C2           cp           45.0         70.0         30.0         0.0          1125.0       90.0         C1           
C3           cp           42.0         66.0         10.0         0.0          1129.0       90.0         C8           
C4           cd           42.0         68.0         -20.0        727.0        782.0        90.0         C7           
C5           cp           42.0         65.0         10.0         0.0          1130.0       90.0         C9           
C6           cd           40.0         69.0         -10.0        0.0          1127.0       90.0         C11          
C7           cp           40.0         66.0         20.0         0.0          1130.0       90.0         C4           
C8           cd           38.0         68.0         -10.0        255.0        324.0        90.0         C3           
C9           cd           38.0         70.0         -10.0        534.0        605.0        90.0         C5           
C10          cd           35.0         66.0         -20.0        0.0          1129.0       90.0         C12          
C11          cp           35.0         69.0         10.0         448.0        505.0        90.0         C6           
C12          cp           25.0         85.0         20.0         0.0          1107.0       90.0         C10          
C13          cp           22.0         75.0         30.0         30.0         92.0         90.0         C16          
C14          cp           22.0         85.0         10.0         0.0          1106.0       0.0          C102         
C15          cd           20.0         80.0         -10.0        384.0        429.0        90.0         C19          
C16          cd           20.0         85.0         -30.0        0.0          1105.0       90.0         C13          
C17          cp           18.0         75.0         20.0         0.0          1112.0       90.0         C18          
C18          cd           15.0         75.0         -20.0        0.0          1110.0       90.0         C17          
C19          cp           15.0         80.0         10.0         0.0          1106.0       90.0         C15          
C20          cp           30.0         50.0         10.0         0.0          1136.0       90.0         C25          
C21          cd           30.0         52.0         -10.0        0.0          1135.0       90.0         C30          
C22          cd           28.0         52.0         -10.0        0.0          1133.0       90.0         C26          
C23          cd           28.0         55.0         -20.0        732.0        777.0        90.0         C28          
C24          cp           25.0         50.0         10.0         0.0          1131.0       0.0          C101         
C25          cd           25.0         52.0         -10.0        169.0        224.0        90.0         C20          
C26          cp           25.0         55.0         10.0         0.0          1130.0       90.0         C22          
C27          cp           23.0         52.0         10.0         0.0          1128.0       90.0         C29          
C28          cp           23.0         55.0         20.0         0.0          1128.0       90.0         C23          
C29          cd           20.0         50.0         -10.0        0.0          1126.0       90.0         C27          
C30          cp           20.0         55.0         10.0         0.0          1125.0       90.0         C21          
C31          cp           10.0         35.0         20.0         0.0          1112.0       90.0         C38          
C32          cp           10.0         40.0         30.0         0.0          1114.0       90.0         C37          
C33          cp           8.0          40.0         40.0         0.0          1112.0       0.0          C103         
C34          cd           8.0          45.0         -10.0        0.0          1113.0       90.0         C36          
C35          cp           5.0          35.0         10.0         0.0          1107.0       90.0         C39          
C36          cp           5.0          45.0         10.0         0.0          1110.0       90.0         C34          
C37          cd           2.0          40.0         -30.0        0.0          1106.0       90.0         C32          
C38          cd           0.0          40.0         -20.0        479.0        522.0        90.0         C31          
C39          cd           0.0          45.0         -10.0        0.0          1105.0       90.0         C35          
C40          cp           35.0         30.0         10.0         0.0          1125.0       90.0         C46          
C41          cd           35.0         32.0         -10.0        0.0          1127.0       90.0         C43          
C42          cp           33.0         32.0         20.0         0.0          1126.0       90.0         C52          
C43          cp           33.0         35.0         10.0         0.0          1129.0       90.0         C41          
C44          cp           32.0         30.0         10.0         359.0        412.0        90.0         C48          
C45          cp           30.0         30.0         10.0         0.0          1123.0       90.0         C51          
C46          cd           30.0         32.0         -10.0        0.0          1125.0       90.0         C40          
C47          cp           30.0         35.0         10.0         0.0          1127.0       0.0          C105         
C48          cd           28.0         30.0         -10.0        0.0          1122.0       90.0         C44          
C49          cd           28.0         35.0         -10.0        0.0          1126.0       90.0         C50          
C50          cp           26.0         32.0         10.0         0.0          1123.0       90.0         C49          
C51          cd           25.0         30.0         -10.0        0.0          1121.0       90.0         C45          
C52          cd           25.0         35.0         -20.0        0.0          1124.0       90.0         C42          
C53          cp           44.0         5.0          20.0         286.0        347.0        90.0         C59          
C54          cd           42.0         10.0         -10.0        0.0          1105.0       90.0         C55          
C55          cp           42.0         15.0         10.0         95.0         158.0        90.0         C54          
C56          cd           40.0         5.0          -40.0        0.0          1101.0       90.0         C57          
C57          cp           40.0         15.0         40.0         0.0          1111.0       90.0         C56          
C58          cp           38.0         5.0          30.0         471.0        534.0        90.0         C60          
