StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            35.0         35.0         0.0          0.0          1000.0       0.0          0            
S0           f            35.0         35.0         0.0          0.0          1000.0       0.0          0            
S1           f            61.0         37.0         0.0          0.0          1000.0       0.0          0            
S2           f            74.0         39.0         0.0          0.0          1000.0       0.0          0            
S3           f            47.0         57.0         0.0          0.0          1000.0       0.0          0            
S4           f            57.0         65.0         0.0          0.0          1000.0       0.0          0            
S5           f            29.0         59.0         0.0          0.0          1000.0       0.0          0            
S6           f            34.0         71.0         0.0          0.0          1000.0       0.0          0            
S7           f            22.0         58.0         0.0          0.0          1000.0       0.0          0            
S8           f            7.0          61.0         0.0          0.0          1000.0       0.0          0            
S9           f            18.0         41.0         0.0          0.0          1000.0       0.0          0            
S10          f            5.0          39.0         0.0          0.0          1000.0       0.0          0            
S11          f            14.0         20.0         0.0          0.0          1000.0       0.0          0            
S12          f            0.0          26.0         0.0          0.0          1000.0       0.0          0            
S13          f            24.0         25.0         0.0          0.0          1000.0       0.0          0            
S14          f            26.0         6.0          0.0          0.0          1000.0       0.0          0            
S15          f            34.0         20.0         0.0          0.0          1000.0       0.0          0            
S16          f            41.0         5.0          0.0          0.0          1000.0       0.0          0            
S17          f            50.0         9.0          0.0          0.0          1000.0       0.0          0            
S18          f            61.0         14.0         0.0          0.0          1000.0       0.0          0            
S19          f            62.0         21.0         0.0          0.0          1000.0       0.0          0            
S20          f            74.0         30.0         0.0          0.0          1000.0       0.0          0            
C1           cp           41.0         49.0         10.0         0.0          974.0        10.0         C6           
C2           cp           35.0         17.0         7.0          0.0          972.0        10.0         C58          
C3           cp           55.0         45.0         13.0         0.0          967.0        10.0         C68          
C4           cd           55.0         20.0         -26.0        678.0        801.0        10.0         C87          
C5           cd           15.0         30.0         -16.0        0.0          969.0        10.0         C38          
C6           cd           25.0         30.0         -10.0        415.0        514.0        10.0         C1           
C7           cd           20.0         50.0         -25.0        0.0          968.0        10.0         C66          
C8           cd           10.0         43.0         -7.0         404.0        481.0        10.0         C84          
C9           cp           55.0         60.0         16.0         400.0        497.0        0.0          C101         
C10          cp           30.0         60.0         16.0         577.0        632.0        10.0         C32          
C11          cp           20.0         65.0         12.0         206.0        325.0        10.0         C13          
C12          cd           50.0         35.0         -21.0        0.0          975.0        10.0         C30          
C13          cd           30.0         25.0         -12.0        690.0        827.0        10.0         C11          
C14          cd           15.0         10.0         -20.0        0.0          957.0        10.0         C65          
C15          cp           30.0         5.0          8.0          175.0        300.0        10.0         C67          
C16          cd           10.0         20.0         -11.0        0.0          960.0        10.0         C96          
C17          cd           5.0          30.0         -36.0        733.0        870.0        10.0         C48          
C18          cp           20.0         40.0         12.0         0.0          974.0        10.0         C83          
C19          cp           15.0         60.0         17.0         0.0          957.0        10.0         C90          
C20          cp           45.0         65.0         9.0          0.0          958.0        10.0         C98          
C21          cd           45.0         20.0         -25.0        0.0          971.0        10.0         C72          
C22          cd           45.0         10.0         -7.0         409.0        494.0        10.0         C43          
C23          cp           55.0         5.0          29.0         206.0        325.0        10.0         C53          
C24          cd           65.0         35.0         -6.0         0.0          960.0        10.0         C25          
C25          cp           65.0         20.0         6.0          817.0        956.0        10.0         C24          
C26          cd           45.0         30.0         -5.0         0.0          978.0        10.0         C36          
C27          cp           35.0         40.0         16.0         104.0        255.0        10.0         C37          
C28          cd           41.0         37.0         -5.0         0.0          983.0        10.0         C42          
C29          cd           64.0         42.0         -19.0        0.0          960.0        10.0         C62          
C30          cp           40.0         60.0         21.0         259.0        354.0        10.0         C12          
C31          cp           31.0         52.0         27.0         0.0          972.0        10.0         C35          
C32          cd           35.0         69.0         -16.0        0.0          956.0        10.0         C10          
C33          cp           53.0         52.0         11.0         45.0         200.0        10.0         C71          
C34          cd           65.0         55.0         -1.0         0.0          953.0        10.0         C46          
C35          cd           63.0         65.0         -27.0        686.0        813.0        10.0         C31          
C36          cp           2.0          60.0         5.0          41.0         208.0        10.0         C26          
C37          cd           20.0         20.0         -16.0        0.0          968.0        10.0         C27          
C38          cp           5.0          5.0          16.0         302.0        405.0        10.0         C5           
C39          cd           60.0         12.0         -20.0        33.0         224.0        10.0         C95          
C40          cp           40.0         25.0         9.0          360.0        437.0        10.0         C41          
C41          cd           42.0         7.0          -9.0         396.0        511.0        10.0         C40          
C42          cp           24.0         12.0         5.0          25.0         172.0        10.0         C28          
C43          cp           23.0         3.0          7.0          0.0          955.0        10.0         C22          
C44          cd           11.0         14.0         -41.0        233.0        340.0        10.0         C85          
C45          cd           6.0          38.0         -3.0         29.0         189.0        10.0         C60          
C46          cp           2.0          48.0         1.0          0.0          954.0        10.0         C34          
C47          cp           8.0          56.0         27.0         0.0          955.0        10.0         C93          
C48          cp           13.0         52.0         36.0         0.0          962.0        10.0         C17          
C49          cd           6.0          68.0         -10.0        501.0        540.0        10.0         C51          
C50          cp           47.0         47.0         13.0         0.0          973.0        10.0         C81          
C51          cp           49.0         58.0         10.0         0.0          963.0        10.0         C49          
C52          cp           27.0         43.0         9.0          0.0          978.0        10.0         C64          
C53          cd           37.0         31.0         -29.0        414.0        489.0        10.0         C23          
C54          cp           57.0         29.0         18.0         0.0          967.0        10.0         C80          
C55          cd           63.0         23.0         -9.0         620.0        739.0        10.0         C73          
C56          cp           53.0         12.0         6.0          585.0        692.0        10.0         C74          
C57          cp           32.0         12.0         7.0          0.0          966.0        10.0         C77          
C58          cd           36.0         26.0         -7.0         849.0        980.0        10.0         C2           
C59          cd           21.0         24.0         -6.0         0.0          972.0        10.0         C69          
C60          cp           17.0         34.0         3.0          0.0          971.0        10.0         C45          
C61          cp           12.0         24.0         13.0         0.0          964.0        10.0         C97          
C62          cp           24.0         58.0         19.0         163.0        302.0        10.0         C29          
C63          cp           27.0         69.0         10.0         0.0          955.0        10.0         C82          
C64          cd           15.0         77.0         -9.0         214.0        333.0        10.0         C52          
C65          cp           62.0         77.0         20.0         49.0         188.0        10.0         C14          
C66          cp           49.0         73.0         25.0         592.0        693.0        10.0         C7           
C67          cd           67.0         5.0          -8.0         294.0        401.0        10.0         C15          
C68          cd           56.0         39.0         -13.0        637.0        752.0        10.0         C3           
C69          cp           37.0         47.0         6.0          162.0        293.0        10.0         C59          
C70          cd           37.0         56.0         -35.0        788.0        968.0        10.0         C86          
C71          cd           57.0         68.0         -11.0        0.0          950.0        10.0         C33          
C72          cp           47.0         16.0         25.0         0.0          967.0        10.0         C21          
C73          cp           44.0         17.0         9.0          0.0          969.0        10.0         C55          
C74          cd           46.0         13.0         -6.0         681.0        802.0        10.0         C56          
C75          cd           49.0         11.0         -27.0        0.0          962.0        10.0         C94          
C76          cd           49.0         42.0         -9.0         290.0        373.0        10.0         C88          
C77          cd           53.0         43.0         -7.0         817.0        952.0        10.0         C57          
C78          cd           61.0         52.0         -23.0        384.0        499.0        10.0         C79          
C79          cp           57.0         48.0         23.0         388.0        465.0        10.0         C78          
C80          cd           56.0         37.0         -18.0        839.0        968.0        10.0         C54          
C81          cd           55.0         54.0         -13.0        0.0          962.0        10.0         C50          
C82          cd           15.0         47.0         -10.0        0.0          966.0        10.0         C63          
C83          cd           14.0         37.0         -12.0        0.0          968.0        10.0         C18          
C84          cp           11.0         31.0         7.0          436.0        511.0        10.0         C8           
C85          cp           16.0         22.0         41.0         0.0          966.0        10.0         C44          
C86          cp           4.0          18.0         35.0         0.0          954.0        10.0         C70          
C87          cp           28.0         18.0         26.0         420.0        447.0        10.0         C4           
C88          cp           26.0         52.0         9.0          279.0        388.0        10.0         C76          
C89          cp           26.0         35.0         15.0         0.0          981.0        10.0         C91          
C90          cd           31.0         67.0         -17.0        0.0          957.0        10.0         C19          
C91          cd           15.0         19.0         -15.0        0.0          964.0        10.0         C89          
C92          cp           22.0         22.0         2.0          18.0         181.0        0.0          C102         
C93          cd           18.0         24.0         -27.0        811.0        969.0        10.0         C47          
C94          cp           26.0         27.0         27.0         0.0          977.0        10.0         C75          
C95          cp           25.0         24.0         20.0         0.0          975.0        10.0         C39          
C96          cp           22.0         27.0         11.0         0.0          974.0        10.0         C16          
C97          cd           25.0         21.0         -13.0        0.0          972.0        10.0         C61          
C98          cd           19.0         21.0         -9.0         0.0          968.0        10.0         C20          
C99          cp           20.0         26.0         9.0          333.0        432.0        10.0         C100         
C100         cd           18.0         18.0         -9.0         798.0        965.0        10.0         C99          
C101         cd           55.0         60.0         -16.0        400.0        497.0        10.0         C9           
C102         cd           22.0         22.0         -2.0         18.0         181.0        10.0         C92          

Vehicle battery capacity : 187.9
Vehicle freight capacity : 1000.0
battery consumption rate : 1.0
inverse recharging rate : 0.16
average velocity : 1.0
