StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            35.0         35.0         0.0          0.0          230.0        0.0          0            
S0           f            35.0         35.0         0.0          0.0          230.0        0.0          0            
S1           f            61.0         37.0         0.0          0.0          230.0        0.0          0            
S2           f            74.0         39.0         0.0          0.0          230.0        0.0          0            
S3           f            47.0         57.0         0.0          0.0          230.0        0.0          0            
S4           f            57.0         65.0         0.0          0.0          230.0        0.0          0            
S5           f            29.0         59.0         0.0          0.0          230.0        0.0          0            
S6           f            34.0         71.0         0.0          0.0          230.0        0.0          0            
S7           f            22.0         58.0         0.0          0.0          230.0        0.0          0            
S8           f            7.0          61.0         0.0          0.0          230.0        0.0          0            
S9           f            18.0         41.0         0.0          0.0          230.0        0.0          0            
S10          f            5.0          39.0         0.0          0.0          230.0        0.0          0            
S11          f            14.0         20.0         0.0          0.0          230.0        0.0          0            
S12          f            0.0          26.0         0.0          0.0          230.0        0.0          0            
S13          f            24.0         25.0         0.0          0.0          230.0        0.0          0            
S14          f            26.0         6.0          0.0          0.0          230.0        0.0          0            
S15          f            34.0         20.0         0.0          0.0          230.0        0.0          0            
S16          f            41.0         5.0          0.0          0.0          230.0        0.0          0            
S17          f            50.0         9.0          0.0          0.0          230.0        0.0          0            
S18          f            61.0         14.0         0.0          0.0          230.0        0.0          0            
S19          f            62.0         21.0         0.0          0.0          230.0        0.0          0            
S20          f            74.0         30.0         0.0          0.0          230.0        0.0          0            
C1           cd           41.0         49.0         -21.0        0.0          204.0        10.0         C30          
C2           cp           35.0         17.0         7.0          0.0          202.0        10.0         C4           
C3           cd           55.0         45.0         -17.0        0.0          197.0        10.0         C26          
C4           cd           55.0         20.0         -7.0         149.0        159.0        10.0         C2           
C5           cd           15.0         30.0         -11.0        0.0          199.0        10.0         C83          
C6           cd           25.0         30.0         -3.0         99.0         109.0        10.0         C60          
C7           cp           20.0         50.0         5.0          0.0          198.0        10.0         C47          
C8           cp           10.0         43.0         9.0          95.0         105.0        10.0         C46          
C9           cp           55.0         60.0         16.0         97.0         107.0        10.0         C66          
C10          cd           30.0         60.0         -11.0        124.0        134.0        10.0         C33          
C11          cd           20.0         65.0         -17.0        67.0         77.0         10.0         C19          
C12          cp           50.0         35.0         19.0         0.0          205.0        10.0         C80          
C13          cd           30.0         25.0         -12.0        159.0        169.0        10.0         C97          
C14          cd           15.0         10.0         -10.0        0.0          187.0        10.0         C98          
C15          cd           30.0         5.0          -7.0         61.0         71.0         10.0         C43          
C16          cp           10.0         20.0         19.0         0.0          190.0        10.0         C61          
C17          cd           5.0          30.0         -9.0         157.0        167.0        10.0         C52          
C18          cp           20.0         40.0         12.0         0.0          204.0        10.0         C89          
C19          cp           15.0         60.0         17.0         0.0          187.0        10.0         C11          
C20          cp           45.0         65.0         9.0          0.0          188.0        10.0         C51          
C21          cd           45.0         20.0         -5.0         0.0          201.0        10.0         C41          
C22          cp           45.0         10.0         18.0         97.0         107.0        10.0         C75          
C23          cp           55.0         5.0          29.0         68.0         78.0         10.0         C29          
C24          cd           65.0         35.0         -2.0         0.0          190.0        10.0         C55          
C25          cd           65.0         20.0         -6.0         172.0        182.0        10.0         C56          
C26          cp           45.0         30.0         17.0         0.0          208.0        10.0         C3           
C27          cp           35.0         40.0         16.0         37.0         47.0         10.0         C69          
C28          cd           41.0         37.0         -20.0        0.0          213.0        10.0         C65          
C29          cd           64.0         42.0         -29.0        0.0          190.0        10.0         C23          
C30          cp           40.0         60.0         21.0         71.0         81.0         10.0         C1           
C31          cd           31.0         52.0         -23.0        0.0          202.0        10.0         C79          
C32          cd           35.0         69.0         -30.0        0.0          186.0        10.0         C49          
C33          cp           53.0         52.0         11.0         37.0         47.0         10.0         C10          
C34          cd           65.0         55.0         -3.0         0.0          183.0        10.0         C78          
C35          cd           63.0         65.0         -15.0        143.0        153.0        10.0         C71          
C36          cp           2.0          60.0         5.0          41.0         51.0         10.0         C64          
C37          cd           20.0         20.0         -35.0        0.0          198.0        10.0         C86          
C38          cp           5.0          5.0          16.0         83.0         93.0         10.0         C91          
C39          cp           60.0         12.0         31.0         44.0         54.0         10.0         C67          
C40          cp           40.0         25.0         9.0          85.0         95.0         10.0         C68          
C41          cp           42.0         7.0          5.0          97.0         107.0        10.0         C21          
C42          cp           24.0         12.0         5.0          31.0         41.0         10.0         C72          
C43          cp           23.0         3.0          7.0          0.0          185.0        10.0         C15          
C44          cp           11.0         14.0         18.0         69.0         79.0         10.0         C85          
C45          cp           6.0          38.0         16.0         32.0         42.0         10.0         C99          
C46          cd           2.0          48.0         -9.0         0.0          184.0        10.0         C8           
C47          cd           8.0          56.0         -5.0         0.0          185.0        10.0         C7           
C48          cp           13.0         52.0         36.0         0.0          192.0        10.0         C82          
C49          cp           6.0          68.0         30.0         108.0        118.0        10.0         C32          
C50          cp           47.0         47.0         13.0         0.0          203.0        10.0         C76          
C51          cd           49.0         58.0         -9.0         0.0          193.0        10.0         C20          
C52          cp           27.0         43.0         9.0          0.0          208.0        10.0         C17          
C53          cp           37.0         31.0         14.0         95.0         105.0        0.0          C101         
C54          cp           57.0         29.0         18.0         0.0          197.0        0.0          C104         
C55          cp           63.0         23.0         2.0          136.0        146.0        10.0         C24          
C56          cp           53.0         12.0         6.0          130.0        140.0        10.0         C25          
C57          cp           32.0         12.0         7.0          0.0          196.0        10.0         C73          
C58          cd           36.0         26.0         -8.0         200.0        210.0        10.0         C74          
C59          cd           21.0         24.0         -22.0        0.0          202.0        10.0         C93          
C60          cp           17.0         34.0         3.0          0.0          201.0        10.0         C6           
C61          cd           12.0         24.0         -19.0        0.0          194.0        10.0         C16          
C62          cp           24.0         58.0         19.0         58.0         68.0         10.0         C84          
C63          cp           27.0         69.0         10.0         0.0          185.0        0.0          C102         
C64          cd           15.0         77.0         -5.0         73.0         83.0         10.0         C36          
C65          cp           62.0         77.0         20.0         51.0         61.0         10.0         C28          
C66          cd           49.0         73.0         -16.0        127.0        137.0        10.0         C9           
C67          cd           67.0         5.0          -31.0        83.0         93.0         10.0         C39          
C68          cd           56.0         39.0         -9.0         142.0        152.0        10.0         C40          
C69          cd           37.0         47.0         -16.0        50.0         60.0         10.0         C27          
C70          cd           37.0         56.0         -3.0         182.0        192.0        10.0         C90          
C71          cp           57.0         68.0         15.0         0.0          180.0        10.0         C35          
C72          cd           47.0         16.0         -5.0         0.0          197.0        10.0         C42          
C73          cd           44.0         17.0         -7.0         0.0          199.0        10.0         C57          
C74          cp           46.0         13.0         8.0          149.0        159.0        10.0         C58          
C75          cd           49.0         11.0         -18.0        0.0          192.0        10.0         C22          
C76          cd           49.0         42.0         -13.0        73.0         83.0         10.0         C50          
C77          cd           53.0         43.0         -26.0        179.0        189.0        10.0         C81          
C78          cp           61.0         52.0         3.0          96.0         106.0        10.0         C34          
C79          cp           57.0         48.0         23.0         92.0         102.0        10.0         C31          
C80          cd           56.0         37.0         -19.0        182.0        192.0        10.0         C12          
C81          cp           55.0         54.0         26.0         0.0          192.0        10.0         C77          
C82          cd           15.0         47.0         -36.0        0.0          196.0        10.0         C48          
C83          cp           14.0         37.0         11.0         0.0          198.0        10.0         C5           
C84          cd           11.0         31.0         -19.0        101.0        111.0        10.0         C62          
C85          cd           16.0         22.0         -18.0        0.0          196.0        10.0         C44          
C86          cp           4.0          18.0         35.0         0.0          184.0        10.0         C37          
