StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          960.0        0.0          0            
S0           f            40.0         50.0         0.0          0.0          960.0        0.0          0            
S1           f            73.0         52.0         0.0          0.0          960.0        0.0          0            
S2           f            90.0         55.0         0.0          0.0          960.0        0.0          0            
S3           f            55.0         79.0         0.0          0.0          960.0        0.0          0            
S4           f            69.0         89.0         0.0          0.0          960.0        0.0          0            
S5           f            32.0         80.0         0.0          0.0          960.0        0.0          0            
S6           f            39.0         96.0         0.0          0.0          960.0        0.0          0            
S7           f            23.0         80.0         0.0          0.0          960.0        0.0          0            
S8           f            4.0          83.0         0.0          0.0          960.0        0.0          0            
S9           f            18.0         58.0         0.0          0.0          960.0        0.0          0            
S10          f            1.0          56.0         0.0          0.0          960.0        0.0          0            
S11          f            13.0         31.0         0.0          0.0          960.0        0.0          0            
S12          f            -5.0         38.0         0.0          0.0          960.0        0.0          0            
S13          f            26.0         37.0         0.0          0.0          960.0        0.0          0            
S14          f            28.0         13.0         0.0          0.0          960.0        0.0          0            
S15          f            39.0         31.0         0.0          0.0          960.0        0.0          0            
S16          f            48.0         11.0         0.0          0.0          960.0        0.0          0            
S17          f            59.0         17.0         0.0          0.0          960.0        0.0          0            
S18          f            73.0         23.0         0.0          0.0          960.0        0.0          0            
S19          f            74.0         32.0         0.0          0.0          960.0        0.0          0            
S20          f            90.0         44.0         0.0          0.0          960.0        0.0          0            
C1           cp           25.0         85.0         20.0         0.0          911.0        0.0          C101         
C2           cd           22.0         75.0         -20.0        0.0          919.0        10.0         C7           
C3           cp           22.0         85.0         10.0         0.0          910.0        10.0         C5           
C4           cd           20.0         80.0         -27.0        644.0        764.0        10.0         C78          
C5           cd           20.0         85.0         -10.0        0.0          909.0        10.0         C3           
C6           cd           18.0         75.0         -17.0        0.0          916.0        10.0         C60          
C7           cp           15.0         75.0         20.0         0.0          914.0        10.0         C2           
C8           cd           15.0         80.0         -20.0        367.0        487.0        10.0         C43          
C9           cd           10.0         35.0         -3.0         371.0        491.0        10.0         C52          
C10          cd           10.0         40.0         -20.0        0.0          918.0        10.0         C17          
C11          cd           8.0          40.0         -9.0         195.0        315.0        10.0         C98          
C12          cp           8.0          45.0         20.0         0.0          917.0        10.0         C15          
C13          cd           5.0          35.0         -9.0         653.0        773.0        10.0         C82          
C14          cd           5.0          45.0         -27.0        0.0          914.0        10.0         C69          
C15          cd           2.0          40.0         -20.0        174.0        294.0        10.0         C12          
C16          cp           0.0          40.0         20.0         0.0          908.0        10.0         C59          
C17          cp           0.0          45.0         20.0         0.0          909.0        10.0         C10          
C18          cp           44.0         5.0          20.0         0.0          904.0        10.0         C71          
C19          cp           42.0         10.0         40.0         0.0          909.0        10.0         C48          
C20          cd           42.0         15.0         -19.0        0.0          914.0        10.0         C56          
C21          cd           40.0         5.0          -14.0        0.0          905.0        10.0         C92          
C22          cp           40.0         15.0         40.0         0.0          915.0        10.0         C85          
C23          cp           38.0         5.0          30.0         201.0        321.0        10.0         C30          
C24          cd           38.0         15.0         -5.0         0.0          914.0        10.0         C53          
C25          cd           35.0         5.0          -13.0        784.0        904.0        10.0         C87          
C26          cp           95.0         30.0         30.0         0.0          891.0        10.0         C96          
C27          cd           95.0         35.0         -18.0        0.0          892.0        10.0         C84          
C28          cp           92.0         30.0         10.0         0.0          894.0        10.0         C31          
C29          cp           90.0         35.0         10.0         0.0          897.0        10.0         C94          
C30          cd           88.0         30.0         -30.0        0.0          898.0        10.0         C23          
C31          cd           88.0         35.0         -10.0        0.0          899.0        10.0         C28          
C32          cd           87.0         30.0         -6.0         0.0          898.0        10.0         C95          
C33          cp           85.0         25.0         10.0         0.0          898.0        10.0         C93          
C34          cd           85.0         35.0         -25.0        0.0          902.0        10.0         C89          
C35          cp           67.0         85.0         20.0         0.0          905.0        10.0         C45          
C36          cd           65.0         85.0         -20.0        0.0          906.0        10.0         C41          
C37          cp           65.0         82.0         10.0         0.0          909.0        10.0         C44          
C38          cp           62.0         80.0         30.0         278.0        398.0        10.0         C42          
C39          cd           60.0         80.0         -8.0         0.0          913.0        10.0         C72          
C40          cd           60.0         85.0         -16.0        0.0          909.0        10.0         C54          
C41          cp           58.0         75.0         20.0         0.0          919.0        10.0         C36          
C42          cd           55.0         80.0         -30.0        0.0          916.0        10.0         C38          
C43          cp           55.0         85.0         20.0         0.0          911.0        10.0         C8           
C44          cd           55.0         82.0         -10.0        217.0        337.0        10.0         C37          
C45          cd           20.0         82.0         -20.0        0.0          912.0        10.0         C35          
C46          cp           18.0         80.0         10.0         0.0          912.0        10.0         C100         
C47          cp           2.0          45.0         10.0         0.0          911.0        10.0         C58          
C48          cd           42.0         5.0          -40.0        0.0          904.0        10.0         C19          
C49          cd           42.0         12.0         -13.0        0.0          911.0        10.0         C80          
C50          cd           72.0         35.0         -9.0         0.0          914.0        10.0         C67          
C51          cd           55.0         20.0         -3.0         0.0          916.0        10.0         C62          
C52          cp           25.0         30.0         3.0          0.0          925.0        10.0         C9           
C53          cp           20.0         50.0         5.0          375.0        495.0        10.0         C24          
C54          cp           55.0         60.0         16.0         0.0          931.0        10.0         C40          
C55          cd           30.0         60.0         -19.0        599.0        719.0        10.0         C88          
C56          cp           50.0         35.0         19.0         0.0          931.0        10.0         C20          
C57          cp           30.0         25.0         23.0         0.0          923.0        10.0         C90          
C58          cd           15.0         10.0         -10.0        782.0        902.0        10.0         C47          
C59          cd           10.0         20.0         -20.0        0.0          907.0        10.0         C16          
C60          cp           15.0         60.0         17.0         0.0          923.0        10.0         C6           
C61          cd           45.0         65.0         -5.0         0.0          934.0        10.0         C73          
C62          cp           65.0         35.0         3.0          167.0        287.0        10.0         C51          
C63          cd           65.0         20.0         -17.0        0.0          910.0        10.0         C64          
C64          cp           45.0         30.0         17.0         0.0          929.0        10.0         C63          
C65          cd           35.0         40.0         -35.0        0.0          938.0        10.0         C97          
C66          cd           41.0         37.0         -8.0         0.0          936.0        10.0         C74          
C67          cp           64.0         42.0         9.0          268.0        388.0        10.0         C50          
C68          cd           40.0         60.0         -23.0        0.0          940.0        10.0         C70          
C69          cp           31.0         52.0         27.0         157.0        277.0        10.0         C14          
C70          cp           35.0         69.0         23.0         0.0          930.0        10.0         C68          
C71          cd           65.0         55.0         -20.0        0.0          924.0        10.0         C18          
C72          cp           63.0         65.0         8.0          0.0          922.0        10.0         C39          
C73          cp           2.0          60.0         5.0          0.0          910.0        10.0         C61          
C74          cp           20.0         20.0         8.0          645.0        765.0        10.0         C66          
C75          cd           5.0          5.0          -15.0        0.0          892.0        10.0         C99          
C76          cd           60.0         12.0         -13.0        268.0        388.0        10.0         C91          
C77          cd           23.0         3.0          -28.0        764.0        884.0        10.0         C86          
C78          cp           8.0          56.0         27.0         0.0          917.0        10.0         C4           
C79          cd           6.0          68.0         -10.0        352.0        472.0        10.0         C81          
C80          cp           47.0         47.0         13.0         0.0          942.0        10.0         C49          
C81          cp           49.0         58.0         10.0         0.0          937.0        10.0         C79          
C82          cp           27.0         43.0         9.0          0.0          935.0        10.0         C13          
C83          cp           37.0         31.0         14.0         0.0          930.0        0.0          C102         
C84          cp           57.0         29.0         18.0         395.0        515.0        10.0         C27          
C85          cd           63.0         23.0         -40.0        0.0          914.0        10.0         C22          
C86          cp           21.0         24.0         28.0         0.0          917.0        10.0         C77          
C87          cp           12.0         24.0         13.0         359.0        479.0        10.0         C25          
C88          cp           24.0         58.0         19.0         0.0          932.0        10.0         C55          
C89          cp           67.0         5.0          25.0         0.0          897.0        10.0         C34          
C90          cd           37.0         47.0         -23.0        0.0          945.0        10.0         C57          
C91          cp           49.0         42.0         13.0         0.0          937.0        10.0         C76          
