StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          960.0        0.0          0            
S0           f            40.0         50.0         0.0          0.0          960.0        0.0          0            
S1           f            73.0         52.0         0.0          0.0          960.0        0.0          0            
S2           f            90.0         55.0         0.0          0.0          960.0        0.0          0            
S3           f            55.0         79.0         0.0          0.0          960.0        0.0          0            
S4           f            69.0         89.0         0.0          0.0          960.0        0.0          0            
S5           f            32.0         80.0         0.0          0.0          960.0        0.0          0            
S6           f            39.0         96.0         0.0          0.0          960.0        0.0          0            
S7           f            23.0         80.0         0.0          0.0          960.0        0.0          0            
S8           f            4.0          83.0         0.0          0.0          960.0        0.0          0            
S9           f            18.0         58.0         0.0          0.0          960.0        0.0          0            
S10          f            1.0          56.0         0.0          0.0          960.0        0.0          0            
S11          f            13.0         31.0         0.0          0.0          960.0        0.0          0            
S12          f            -5.0         38.0         0.0          0.0          960.0        0.0          0            
S13          f            26.0         37.0         0.0          0.0          960.0        0.0          0            
S14          f            28.0         13.0         0.0          0.0          960.0        0.0          0            
S15          f            39.0         31.0         0.0          0.0          960.0        0.0          0            
S16          f            48.0         11.0         0.0          0.0          960.0        0.0          0            
S17          f            59.0         17.0         0.0          0.0          960.0        0.0          0            
S18          f            73.0         23.0         0.0          0.0          960.0        0.0          0            
S19          f            74.0         32.0         0.0          0.0          960.0        0.0          0            
S20          f            90.0         44.0         0.0          0.0          960.0        0.0          0            
C1           cp           25.0         85.0         20.0         388.0        911.0        0.0          C101         
C2           cp           22.0         75.0         30.0         30.0         546.0        10.0         C43          
C3           cp           22.0         85.0         10.0         353.0        708.0        10.0         C35          
C4           cd           20.0         80.0         -3.0         425.0        913.0        10.0         C52          
C5           cd           20.0         85.0         -10.0        40.0         630.0        10.0         C81          
C6           cp           18.0         75.0         20.0         228.0        667.0        10.0         C38          
C7           cp           15.0         75.0         20.0         161.0        558.0        10.0         C37          
C8           cd           15.0         80.0         -14.0        229.0        624.0        10.0         C71          
C9           cd           10.0         35.0         -35.0        213.0        648.0        10.0         C97          
C10          cd           10.0         40.0         -9.0         404.0        753.0        10.0         C82          
C11          cp           8.0          40.0         40.0         33.0         511.0        10.0         C21          
C12          cp           8.0          45.0         20.0         46.0         519.0        10.0         C59          
C13          cd           5.0          35.0         -16.0        395.0        911.0        10.0         C75          
C14          cp           5.0          45.0         10.0         35.0         697.0        10.0         C46          
C15          cd           2.0          40.0         -9.0         39.0         528.0        10.0         C98          
C16          cp           0.0          40.0         20.0         94.0         535.0        10.0         C25          
C17          cd           0.0          45.0         -5.0         394.0        909.0        10.0         C53          
C18          cp           44.0         5.0          20.0         218.0        571.0        10.0         C58          
C19          cp           42.0         10.0         40.0         85.0         542.0        10.0         C86          
C20          cd           42.0         15.0         -20.0        391.0        802.0        10.0         C31          
C21          cd           40.0         5.0          -40.0        45.0         517.0        10.0         C11          
C22          cp           40.0         15.0         40.0         229.0        640.0        10.0         C66          
C23          cd           38.0         5.0          -27.0        45.0         523.0        10.0         C69          
C24          cd           38.0         15.0         -17.0        389.0        914.0        10.0         C64          
C25          cd           35.0         5.0          -20.0        386.0        904.0        10.0         C16          
C26          cp           95.0         30.0         30.0         389.0        788.0        10.0         C27          
C27          cd           95.0         35.0         -30.0        57.0         600.0        10.0         C26          
C28          cd           92.0         30.0         -10.0        55.0         575.0        10.0         C32          
C29          cp           90.0         35.0         10.0         52.0         536.0        10.0         C84          
C30          cp           88.0         30.0         10.0         90.0         521.0        10.0         C62          
C31          cp           88.0         35.0         20.0         50.0         534.0        10.0         C20          
C32          cp           87.0         30.0         10.0         425.0        898.0        10.0         C28          
C33          cd           85.0         25.0         -6.0         51.0         602.0        10.0         C90          
C34          cp           85.0         35.0         30.0         342.0        751.0        10.0         C51          
C35          cd           67.0         85.0         -10.0        410.0        905.0        10.0         C3           
C36          cp           65.0         85.0         40.0         43.0         617.0        10.0         C96          
C37          cd           65.0         82.0         -20.0        410.0        823.0        10.0         C7           
C38          cd           62.0         80.0         -20.0        114.0        561.0        10.0         C6           
C39          cp           60.0         80.0         10.0         36.0         658.0        10.0         C41          
C40          cp           60.0         85.0         30.0         191.0        586.0        10.0         C54          
C41          cd           58.0         75.0         -10.0        201.0        670.0        10.0         C39          
C42          cp           55.0         80.0         10.0         33.0         568.0        10.0         C93          
C43          cd           55.0         85.0         -30.0        429.0        838.0        10.0         C2           
C44          cd           55.0         82.0         -9.0         49.0         504.0        10.0         C61          
C45          cd           20.0         82.0         -9.0         37.0         597.0        10.0         C67          
C46          cd           18.0         80.0         -10.0        315.0        782.0        10.0         C14          
C47          cp           2.0          45.0         10.0         38.0         606.0        10.0         C48          
C48          cd           42.0         5.0          -10.0        396.0        904.0        10.0         C47          
C49          cp           42.0         12.0         10.0         341.0        658.0        10.0         C74          
C50          cd           72.0         35.0         -2.0         351.0        782.0        10.0         C85          
C51          cd           55.0         20.0         -30.0        161.0        610.0        10.0         C34          
C52          cp           25.0         30.0         3.0          25.0         516.0        10.0         C4           
C53          cp           20.0         50.0         5.0          239.0        630.0        10.0         C17          
C54          cd           55.0         60.0         -30.0        448.0        873.0        10.0         C40          
C55          cd           30.0         60.0         -23.0        420.0        897.0        10.0         C57          
C56          cp           50.0         35.0         19.0         390.0        843.0        10.0         C80          
C57          cp           30.0         25.0         23.0         227.0        686.0        10.0         C55          
C58          cd           15.0         10.0         -20.0        401.0        902.0        10.0         C18          
C59          cd           10.0         20.0         -20.0        42.0         706.0        10.0         C12          
C60          cp           15.0         60.0         17.0         401.0        923.0        10.0         C68          
C61          cp           45.0         65.0         9.0          110.0        525.0        10.0         C44          
C62          cd           65.0         35.0         -10.0        29.0         548.0        10.0         C30          
C63          cp           65.0         20.0         6.0          39.0         593.0        10.0         C89          
C64          cp           45.0         30.0         17.0         20.0         498.0        10.0         C24          
C65          cp           35.0         40.0         16.0         11.0         530.0        10.0         C83          
C66          cd           41.0         37.0         -40.0        404.0        847.0        10.0         C22          
C67          cp           64.0         42.0         9.0          100.0        555.0        10.0         C45          
C68          cd           40.0         60.0         -17.0        436.0        907.0        10.0         C60          
C69          cp           31.0         52.0         27.0         9.0          510.0        10.0         C23          
C70          cd           35.0         69.0         -5.0         330.0        930.0        10.0         C73          
C71          cp           65.0         55.0         14.0         81.0         520.0        10.0         C8           
C72          cp           63.0         65.0         8.0          27.0         622.0        10.0         C94          
C73          cp           2.0          60.0         5.0          135.0        556.0        10.0         C70          
C74          cd           20.0         20.0         -10.0        430.0        913.0        10.0         C49          
C75          cp           5.0          5.0          16.0         63.0         520.0        10.0         C13          
C76          cp           60.0         12.0         31.0         125.0        530.0        10.0         C91          
C77          cd           23.0         3.0          -30.0        390.0        900.0        10.0         C79          
C78          cp           8.0          56.0         27.0         190.0        659.0        10.0         C100         
C79          cp           6.0          68.0         30.0         215.0        608.0        10.0         C77          
C80          cd           47.0         47.0         -19.0        444.0        942.0        10.0         C56          
C81          cp           49.0         58.0         10.0         249.0        580.0        10.0         C5           
C82          cp           27.0         43.0         9.0          14.0         506.0        10.0         C10          
C83          cd           37.0         31.0         -16.0        19.0         566.0        10.0         C65          
C84          cd           57.0         29.0         -10.0        259.0        650.0        10.0         C29          
C85          cp           63.0         23.0         2.0          198.0        609.0        10.0         C50          
C86          cd           21.0         24.0         -40.0        212.0        605.0        10.0         C19          
C87          cp           12.0         24.0         13.0         272.0        565.0        0.0          C102         
C88          cp           24.0         58.0         19.0         90.0         549.0        10.0         C99          
C89          cd           67.0         5.0          -6.0         325.0        897.0        10.0         C63          
C90          cp           37.0         47.0         6.0          204.0        633.0        10.0         C33          
C91          cd           49.0         42.0         -31.0        442.0        937.0        10.0         C76          
