StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          3390.0       0.0          0            
S0           f            40.0         50.0         0.0          0.0          3390.0       0.0          0            
S1           f            73.0         52.0         0.0          0.0          3390.0       0.0          0            
S2           f            90.0         55.0         0.0          0.0          3390.0       0.0          0            
S3           f            55.0         79.0         0.0          0.0          3390.0       0.0          0            
S4           f            69.0         89.0         0.0          0.0          3390.0       0.0          0            
S5           f            32.0         80.0         0.0          0.0          3390.0       0.0          0            
S6           f            39.0         96.0         0.0          0.0          3390.0       0.0          0            
S7           f            23.0         80.0         0.0          0.0          3390.0       0.0          0            
S8           f            4.0          83.0         0.0          0.0          3390.0       0.0          0            
S9           f            18.0         58.0         0.0          0.0          3390.0       0.0          0            
S10          f            1.0          56.0         0.0          0.0          3390.0       0.0          0            
S11          f            13.0         31.0         0.0          0.0          3390.0       0.0          0            
S12          f            -5.0         38.0         0.0          0.0          3390.0       0.0          0            
S13          f            26.0         37.0         0.0          0.0          3390.0       0.0          0            
S14          f            28.0         13.0         0.0          0.0          3390.0       0.0          0            
S15          f            39.0         31.0         0.0          0.0          3390.0       0.0          0            
S16          f            48.0         11.0         0.0          0.0          3390.0       0.0          0            
S17          f            59.0         17.0         0.0          0.0          3390.0       0.0          0            
S18          f            73.0         23.0         0.0          0.0          3390.0       0.0          0            
S19          f            74.0         32.0         0.0          0.0          3390.0       0.0          0            
S20          f            90.0         44.0         0.0          0.0          3390.0       0.0          0            
C1           cp           52.0         75.0         10.0         0.0          3272.0       90.0         C80          
C2           cp           45.0         70.0         30.0         0.0          3279.0       90.0         C94          
C3           cp           62.0         69.0         10.0         0.0          3270.0       90.0         C90          
C4           cd           60.0         66.0         -30.0        1261.0       1421.0       90.0         C97          
C5           cp           42.0         65.0         10.0         0.0          3284.0       90.0         C77          
C6           cp           16.0         42.0         20.0         0.0          3274.0       90.0         C32          
C7           cd           58.0         70.0         -20.0        0.0          3273.0       90.0         C92          
C8           cp           34.0         60.0         20.0         2887.0       3047.0       90.0         C21          
C9           cp           28.0         70.0         10.0         2601.0       2761.0       90.0         C10          
C10          cd           35.0         66.0         -10.0        0.0          3283.0       90.0         C9           
C11          cd           35.0         69.0         -40.0        2698.0       2858.0       90.0         C15          
C12          cd           25.0         85.0         -40.0        0.0          3261.0       90.0         C16          
C13          cd           22.0         75.0         -10.0        2405.0       2565.0       90.0         C29          
C14          cd           22.0         85.0         -10.0        0.0          3260.0       90.0         C30          
C15          cp           20.0         80.0         40.0         2216.0       2376.0       90.0         C11          
C16          cp           20.0         85.0         40.0         0.0          3259.0       90.0         C12          
C17          cd           18.0         75.0         -10.0        0.0          3266.0       90.0         C23          
C18          cp           15.0         75.0         20.0         0.0          3264.0       90.0         C19          
C19          cd           15.0         80.0         -20.0        0.0          3260.0       90.0         C18          
C20          cp           30.0         50.0         10.0         0.0          3290.0       90.0         C27          
C21          cd           30.0         56.0         -20.0        0.0          3288.0       90.0         C8           
C22          cp           28.0         52.0         20.0         0.0          3287.0       90.0         C24          
C23          cp           14.0         66.0         10.0         1643.0       1803.0       90.0         C17          
C24          cd           25.0         50.0         -20.0        0.0          3285.0       90.0         C22          
C25          cd           22.0         66.0         -40.0        2504.0       2664.0       90.0         C33          
C26          cp           8.0          62.0         10.0         0.0          3265.0       0.0          C101         
C27          cd           23.0         52.0         -10.0        0.0          3282.0       90.0         C20          
C28          cd           4.0          55.0         -20.0        0.0          3263.0       90.0         C37          
C29          cp           20.0         50.0         10.0         0.0          3280.0       90.0         C13          
C30          cp           20.0         55.0         10.0         0.0          3279.0       90.0         C14          
C31          cp           10.0         35.0         20.0         0.0          3266.0       90.0         C36          
C32          cd           10.0         40.0         -20.0        0.0          3268.0       90.0         C6           
C33          cp           8.0          40.0         40.0         0.0          3266.0       90.0         C25          
C34          cd           8.0          45.0         -30.0        0.0          3267.0       90.0         C38          
C35          cp           5.0          35.0         10.0         0.0          3261.0       90.0         C39          
C36          cd           5.0          45.0         -20.0        0.0          3264.0       90.0         C31          
C37          cp           2.0          40.0         20.0         0.0          3260.0       90.0         C28          
C38          cp           0.0          40.0         30.0         1063.0       1223.0       90.0         C34          
C39          cd           0.0          45.0         -10.0        0.0          3259.0       90.0         C35          
C40          cp           36.0         18.0         10.0         0.0          3267.0       90.0         C45          
C41          cd           35.0         32.0         -10.0        0.0          3281.0       90.0         C61          
C42          cd           33.0         32.0         -50.0        0.0          3280.0       90.0         C74          
C43          cd           33.0         35.0         -30.0        0.0          3283.0       90.0         C46          
C44          cd           32.0         20.0         -10.0        1913.0       2073.0       90.0         C55          
C45          cd           30.0         30.0         -10.0        0.0          3277.0       90.0         C40          
C46          cp           34.0         25.0         30.0         0.0          3274.0       90.0         C43          
C47          cd           30.0         35.0         -10.0        0.0          3281.0       90.0         C52          
C48          cd           36.0         40.0         -10.0        0.0          3289.0       90.0         C50          
C49          cd           48.0         20.0         -10.0        0.0          3268.0       90.0         C69          
C50          cp           26.0         32.0         10.0         0.0          3277.0       90.0         C48          
C51          cd           25.0         30.0         -20.0        0.0          3275.0       90.0         C53          
C52          cp           25.0         35.0         10.0         0.0          3278.0       90.0         C47          
C53          cp           44.0         5.0          20.0         1256.0       1416.0       90.0         C51          
C54          cd           42.0         10.0         -10.0        0.0          3259.0       90.0         C72          
C55          cp           42.0         15.0         10.0         1065.0       1225.0       90.0         C44          
C56          cp           40.0         5.0          30.0         0.0          3255.0       90.0         C60          
C57          cd           38.0         15.0         -10.0        0.0          3264.0       90.0         C64          
C58          cd           38.0         5.0          -10.0        1442.0       1602.0       90.0         C65          
C59          cd           38.0         10.0         -20.0        0.0          3259.0       90.0         C62          
C60          cd           35.0         5.0          -30.0        0.0          3254.0       90.0         C56          
C61          cp           50.0         30.0         10.0         0.0          3277.0       90.0         C41          
C62          cp           50.0         35.0         20.0         120.0        280.0        90.0         C59          
C63          cp           50.0         40.0         50.0         0.0          3285.0       90.0         C66          
C64          cp           48.0         30.0         10.0         0.0          3278.0       90.0         C57          
C65          cp           44.0         25.0         10.0         0.0          3274.0       90.0         C58          
C66          cd           47.0         35.0         -50.0        0.0          3283.0       90.0         C63          
C67          cp           47.0         40.0         10.0         12.0         172.0        90.0         C68          
C68          cd           42.0         30.0         -10.0        0.0          3279.0       90.0         C67          
C69          cp           45.0         35.0         10.0         680.0        840.0        90.0         C49          
C70          cp           95.0         30.0         30.0         0.0          3241.0       90.0         C73          
C71          cd           95.0         35.0         -30.0        0.0          3242.0       90.0         C88          
C72          cp           53.0         30.0         10.0         0.0          3276.0       90.0         C54          
C73          cd           92.0         30.0         -30.0        0.0          3244.0       90.0         C70          
C74          cp           53.0         35.0         50.0         213.0        373.0        90.0         C42          
C75          cp           45.0         65.0         20.0         0.0          3284.0       90.0         C78          
C76          cd           90.0         35.0         -10.0        2131.0       2291.0       90.0         C91          
C77          cd           72.0         45.0         -10.0        2900.0       3060.0       90.0         C5           
C78          cd           78.0         40.0         -20.0        0.0          3260.0       90.0         C75          
C79          cd           87.0         30.0         -30.0        2608.0       2768.0       90.0         C95          
C80          cd           85.0         25.0         -10.0        0.0          3248.0       90.0         C1           
C81          cp           85.0         35.0         30.0         0.0          3252.0       90.0         C87          
C82          cp           75.0         55.0         20.0         0.0          3264.0       0.0          C102         
C83          cd           72.0         55.0         -20.0        0.0          3267.0       90.0         C98          
C84          cp           70.0         58.0         20.0         1641.0       1801.0       90.0         C85          
C85          cd           86.0         46.0         -20.0        0.0          3253.0       90.0         C84          
C86          cd           66.0         55.0         -10.0        0.0          3273.0       90.0         C99          
C87          cd           64.0         46.0         -30.0        3097.0       3257.0       90.0         C81          
C88          cp           65.0         60.0         30.0         0.0          3273.0       90.0         C71          
