StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            35.0         35.0         0.0          0.0          230.0        0.0          0            
S0           f            35.0         35.0         0.0          0.0          230.0        0.0          0            
S1           f            61.0         37.0         0.0          0.0          230.0        0.0          0            
S2           f            74.0         39.0         0.0          0.0          230.0        0.0          0            
S3           f            47.0         57.0         0.0          0.0          230.0        0.0          0            
S4           f            57.0         65.0         0.0          0.0          230.0        0.0          0            
S5           f            29.0         59.0         0.0          0.0          230.0        0.0          0            
S6           f            34.0         71.0         0.0          0.0          230.0        0.0          0            
S7           f            22.0         58.0         0.0          0.0          230.0        0.0          0            
S8           f            7.0          61.0         0.0          0.0          230.0        0.0          0            
S9           f            18.0         41.0         0.0          0.0          230.0        0.0          0            
S10          f            5.0          39.0         0.0          0.0          230.0        0.0          0            
S11          f            14.0         20.0         0.0          0.0          230.0        0.0          0            
S12          f            0.0          26.0         0.0          0.0          230.0        0.0          0            
S13          f            24.0         25.0         0.0          0.0          230.0        0.0          0            
S14          f            26.0         6.0          0.0          0.0          230.0        0.0          0            
S15          f            34.0         20.0         0.0          0.0          230.0        0.0          0            
S16          f            41.0         5.0          0.0          0.0          230.0        0.0          0            
S17          f            50.0         9.0          0.0          0.0          230.0        0.0          0            
S18          f            61.0         14.0         0.0          0.0          230.0        0.0          0            
S19          f            62.0         21.0         0.0          0.0          230.0        0.0          0            
S20          f            74.0         30.0         0.0          0.0          230.0        0.0          0            
C1           cp           41.0         49.0         10.0         0.0          204.0        10.0         C76          
C2           cp           35.0         17.0         7.0          0.0          202.0        10.0         C74          
C3           cd           55.0         45.0         -23.0        0.0          197.0        10.0         C79          
C4           cd           55.0         20.0         -25.0        139.0        169.0        10.0         C67          
C5           cp           15.0         30.0         26.0         0.0          199.0        10.0         C17          
C6           cp           25.0         30.0         3.0          0.0          208.0        10.0         C59          
C7           cd           20.0         50.0         -9.0         0.0          198.0        10.0         C8           
C8           cp           10.0         43.0         9.0          85.0         115.0        10.0         C7           
C9           cd           55.0         60.0         -6.0         87.0         117.0        10.0         C80          
C10          cd           30.0         60.0         -3.0         0.0          194.0        10.0         C90          
C11          cd           20.0         65.0         -9.0         57.0         87.0         10.0         C88          
C12          cp           50.0         35.0         19.0         0.0          205.0        10.0         C81          
C13          cp           30.0         25.0         23.0         149.0        179.0        10.0         C58          
C14          cp           15.0         10.0         20.0         0.0          187.0        10.0         C86          
C15          cp           30.0         5.0          8.0          51.0         81.0         10.0         C42          
C16          cp           10.0         20.0         19.0         0.0          190.0        10.0         C61          
C17          cd           5.0          30.0         -26.0        0.0          189.0        10.0         C5           
C18          cp           20.0         40.0         12.0         0.0          204.0        10.0         C46          
C19          cd           15.0         60.0         -16.0        0.0          187.0        10.0         C82          
C20          cd           45.0         65.0         -5.0         0.0          188.0        10.0         C70          
C21          cd           45.0         20.0         -7.0         0.0          201.0        10.0         C57          
C22          cd           45.0         10.0         -26.0        0.0          193.0        10.0         C87          
C23          cp           55.0         5.0          29.0         58.0         88.0         10.0         C25          
C24          cp           65.0         35.0         3.0          0.0          190.0        10.0         C51          
C25          cd           65.0         20.0         -29.0        156.0        186.0        10.0         C23          
C26          cd           45.0         30.0         -5.0         0.0          208.0        10.0         C41          
C27          cp           35.0         40.0         16.0         0.0          215.0        10.0         C94          
C28          cd           41.0         37.0         -14.0        0.0          213.0        10.0         C77          
C29          cp           64.0         42.0         9.0          0.0          190.0        10.0         C33          
C30          cp           40.0         60.0         21.0         0.0          194.0        10.0         C68          
C31          cp           31.0         52.0         27.0         0.0          202.0        10.0         C63          
C32          cd           35.0         69.0         -30.0        0.0          186.0        10.0         C49          
C33          cd           53.0         52.0         -9.0         0.0          195.0        10.0         C29          
C34          cp           65.0         55.0         14.0         0.0          183.0        10.0         C78          
C35          cd           63.0         65.0         -15.0        0.0          178.0        10.0         C71          
C36          cp           2.0          60.0         5.0          0.0          178.0        10.0         C47          
C37          cd           20.0         20.0         -41.0        0.0          198.0        10.0         C85          
C38          cp           5.0          5.0          16.0         73.0         103.0        10.0         C100         
C39          cd           60.0         12.0         -18.0        0.0          186.0        10.0         C75          
C40          cd           40.0         25.0         -13.0        0.0          208.0        10.0         C50          
C41          cp           42.0         7.0          5.0          0.0          191.0        10.0         C26          
C42          cd           24.0         12.0         -8.0         0.0          194.0        10.0         C15          
C43          cp           23.0         3.0          7.0          0.0          185.0        10.0         C73          
C44          cd           11.0         14.0         -2.0         59.0         89.0         10.0         C92          
C45          cp           6.0          38.0         16.0         0.0          190.0        10.0         C60          
C46          cd           2.0          48.0         -12.0        0.0          184.0        10.0         C18          
C47          cd           8.0          56.0         -5.0         0.0          185.0        10.0         C36          
C48          cd           13.0         52.0         -9.0         0.0          192.0        10.0         C52          
C49          cp           6.0          68.0         30.0         0.0          176.0        10.0         C32          
C50          cp           47.0         47.0         13.0         0.0          203.0        10.0         C40          
C51          cd           49.0         58.0         -3.0         0.0          193.0        10.0         C24          
C52          cp           27.0         43.0         9.0          0.0          208.0        10.0         C48          
C53          cp           37.0         31.0         14.0         85.0         115.0        10.0         C97          
C54          cd           57.0         29.0         -2.0         0.0          197.0        10.0         C55          
C55          cp           63.0         23.0         2.0          126.0        156.0        10.0         C54          
C56          cd           53.0         12.0         -25.0        0.0          190.0        10.0         C72          
C57          cp           32.0         12.0         7.0          0.0          196.0        10.0         C21          
C58          cd           36.0         26.0         -23.0        180.0        210.0        10.0         C13          
C59          cd           21.0         24.0         -3.0         0.0          202.0        10.0         C6           
C60          cd           17.0         34.0         -16.0        0.0          201.0        10.0         C45          
C61          cd           12.0         24.0         -19.0        0.0          194.0        10.0         C16          
C62          cp           24.0         58.0         19.0         48.0         78.0         10.0         C64          
C63          cd           27.0         69.0         -27.0        0.0          185.0        10.0         C31          
C64          cd           15.0         77.0         -19.0        0.0          173.0        10.0         C62          
C65          cd           62.0         77.0         -25.0        0.0          170.0        10.0         C66          
C66          cp           49.0         73.0         25.0         0.0          179.0        10.0         C65          
C67          cp           67.0         5.0          25.0         73.0         103.0        10.0         C4           
C68          cd           56.0         39.0         -21.0        0.0          198.0        10.0         C30          
C69          cp           37.0         47.0         6.0          40.0         70.0         10.0         C95          
C70          cp           37.0         56.0         5.0          0.0          198.0        10.0         C20          
C71          cp           57.0         68.0         15.0         0.0          180.0        10.0         C35          
C72          cp           47.0         16.0         25.0         0.0          197.0        10.0         C56          
C73          cd           44.0         17.0         -7.0         0.0          199.0        10.0         C43          
C74          cd           46.0         13.0         -7.0         139.0        169.0        10.0         C2           
C75          cp           49.0         11.0         18.0         0.0          192.0        10.0         C39          
C76          cd           49.0         42.0         -10.0        63.0         93.0         10.0         C1           
C77          cp           53.0         43.0         14.0         169.0        199.0        10.0         C28          
C78          cd           61.0         52.0         -14.0        0.0          188.0        10.0         C34          
C79          cp           57.0         48.0         23.0         82.0         112.0        10.0         C3           
C80          cp           56.0         37.0         6.0          0.0          198.0        10.0         C9           
C81          cd           55.0         54.0         -19.0        0.0          192.0        10.0         C12          
C82          cp           15.0         47.0         16.0         0.0          196.0        10.0         C19          
C83          cd           14.0         37.0         -7.0         0.0          198.0        10.0         C84          
C84          cp           11.0         31.0         7.0          91.0         121.0        10.0         C83          
C85          cp           16.0         22.0         41.0         0.0          196.0        10.0         C37          
C86          cd           4.0          18.0         -20.0        0.0          184.0        10.0         C14          
