StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            40.0         50.0         0.0          0.0          1236.0       0.0          0            
S0           f            40.0         50.0         0.0          0.0          1236.0       0.0          0            
S1           f            73.0         52.0         0.0          0.0          1236.0       0.0          0            
S2           f            90.0         55.0         0.0          0.0          1236.0       0.0          0            
S3           f            55.0         79.0         0.0          0.0          1236.0       0.0          0            
S4           f            69.0         89.0         0.0          0.0          1236.0       0.0          0            
S5           f            32.0         80.0         0.0          0.0          1236.0       0.0          0            
S6           f            39.0         96.0         0.0          0.0          1236.0       0.0          0            
S7           f            23.0         80.0         0.0          0.0          1236.0       0.0          0            
S8           f            4.0          83.0         0.0          0.0          1236.0       0.0          0            
S9           f            18.0         58.0         0.0          0.0          1236.0       0.0          0            
S10          f            1.0          56.0         0.0          0.0          1236.0       0.0          0            
S11          f            13.0         31.0         0.0          0.0          1236.0       0.0          0            
S12          f            -5.0         38.0         0.0          0.0          1236.0       0.0          0            
S13          f            26.0         37.0         0.0          0.0          1236.0       0.0          0            
S14          f            28.0         13.0         0.0          0.0          1236.0       0.0          0            
S15          f            39.0         31.0         0.0          0.0          1236.0       0.0          0            
S16          f            48.0         11.0         0.0          0.0          1236.0       0.0          0            
S17          f            59.0         17.0         0.0          0.0          1236.0       0.0          0            
S18          f            73.0         23.0         0.0          0.0          1236.0       0.0          0            
S19          f            74.0         32.0         0.0          0.0          1236.0       0.0          0            
S20          f            90.0         44.0         0.0          0.0          1236.0       0.0          0            
C1           cp           45.0         68.0         10.0         760.0        1120.0       90.0         C75          
C2           cd           45.0         70.0         -10.0        668.0        1028.0       90.0         C9           
C3           cd           42.0         66.0         -10.0        16.0         376.0        90.0         C5           
C4           cd           42.0         68.0         -20.0        575.0        935.0        90.0         C7           
C5           cp           42.0         65.0         10.0         15.0         375.0        90.0         C3           
C6           cd           40.0         69.0         -10.0        482.0        842.0        90.0         C11          
C7           cp           40.0         66.0         20.0         18.0         378.0        90.0         C4           
C8           cp           38.0         68.0         20.0         110.0        470.0        90.0         C10          
C9           cp           38.0         70.0         10.0         390.0        750.0        90.0         C2           
C10          cd           35.0         66.0         -20.0        204.0        564.0        90.0         C8           
C11          cp           35.0         69.0         10.0         297.0        657.0        90.0         C6           
C12          cd           25.0         85.0         -10.0        507.0        867.0        90.0         C19          
C13          cp           22.0         75.0         30.0         30.0         390.0        90.0         C14          
C14          cd           22.0         85.0         -30.0        414.0        774.0        90.0         C13          
C15          cd           20.0         80.0         -20.0        227.0        587.0        90.0         C17          
C16          cd           20.0         85.0         -20.0        322.0        682.0        90.0         C18          
C17          cp           18.0         75.0         20.0         33.0         393.0        90.0         C15          
C18          cp           15.0         75.0         20.0         37.0         397.0        90.0         C16          
C19          cp           15.0         80.0         10.0         132.0        492.0        90.0         C12          
C20          cp           30.0         50.0         10.0         10.0         370.0        90.0         C24          
C21          cd           30.0         52.0         -10.0        760.0        1120.0       90.0         C23          
C22          cd           28.0         52.0         -20.0        668.0        1028.0       90.0         C28          
C23          cp           28.0         55.0         10.0         575.0        935.0        90.0         C21          
C24          cd           25.0         50.0         -10.0        15.0         375.0        90.0         C20          
C25          cp           25.0         52.0         40.0         17.0         377.0        90.0         C30          
C26          cd           25.0         55.0         -10.0        482.0        842.0        90.0         C29          
C27          cp           23.0         52.0         10.0         109.0        469.0        0.0          C105         
C28          cp           23.0         55.0         20.0         390.0        750.0        90.0         C22          
C29          cp           20.0         50.0         10.0         202.0        562.0        90.0         C26          
C30          cd           20.0         55.0         -40.0        297.0        657.0        90.0         C25          
C31          cd           10.0         35.0         -40.0        39.0         399.0        90.0         C33          
C32          cp           10.0         40.0         30.0         31.0         391.0        90.0         C37          
C33          cp           8.0          40.0         40.0         33.0         393.0        90.0         C31          
C34          cd           8.0          45.0         -30.0        604.0        964.0        90.0         C38          
C35          cp           5.0          35.0         10.0         134.0        494.0        90.0         C39          
C36          cp           5.0          45.0         10.0         511.0        871.0        0.0          C103         
C37          cd           2.0          40.0         -30.0        229.0        589.0        90.0         C32          
C38          cp           0.0          40.0         30.0         321.0        681.0        90.0         C34          
C39          cd           0.0          45.0         -10.0        416.0        776.0        90.0         C35          
C40          cd           35.0         30.0         -10.0        113.0        473.0        90.0         C41          
C41          cp           35.0         32.0         10.0         21.0         381.0        90.0         C40          
C42          cd           33.0         32.0         -10.0        19.0         379.0        90.0         C43          
C43          cp           33.0         35.0         10.0         16.0         376.0        90.0         C42          
C44          cp           32.0         30.0         10.0         206.0        566.0        90.0         C45          
C45          cd           30.0         30.0         -10.0        391.0        751.0        90.0         C44          
C46          cp           30.0         32.0         30.0         299.0        659.0        90.0         C51          
C47          cd           30.0         35.0         -10.0        767.0        1127.0       90.0         C50          
C48          cp           28.0         30.0         10.0         483.0        843.0        0.0          C106         
C49          cd           28.0         35.0         -10.0        766.0        1126.0       90.0         C52          
C50          cp           26.0         32.0         10.0         668.0        1028.0       90.0         C47          
C51          cd           25.0         30.0         -30.0        576.0        936.0        90.0         C46          
C52          cp           25.0         35.0         10.0         761.0        1121.0       90.0         C49          
C53          cp           44.0         5.0          20.0         137.0        497.0        90.0         C58          
C54          cp           42.0         10.0         40.0         42.0         402.0        90.0         C56          
C55          cd           42.0         15.0         -40.0        35.0         395.0        90.0         C57          
C56          cd           40.0         5.0          -40.0        231.0        591.0        90.0         C54          
C57          cp           40.0         15.0         40.0         35.0         395.0        90.0         C55          
C58          cd           38.0         5.0          -20.0        323.0        683.0        90.0         C53          
C59          cd           38.0         15.0         -20.0        516.0        876.0        90.0         C60          
