StringID     Type         x            y            demand       ReadyTime    DueDate      ServiceTime  PartnerID    
D0           d            35.0         35.0         0.0          0.0          1000.0       0.0          0            
S0           f            35.0         35.0         0.0          0.0          1000.0       0.0          0            
S1           f            61.0         37.0         0.0          0.0          1000.0       0.0          0            
S2           f            74.0         39.0         0.0          0.0          1000.0       0.0          0            
S3           f            47.0         57.0         0.0          0.0          1000.0       0.0          0            
S4           f            57.0         65.0         0.0          0.0          1000.0       0.0          0            
S5           f            29.0         59.0         0.0          0.0          1000.0       0.0          0            
S6           f            34.0         71.0         0.0          0.0          1000.0       0.0          0            
S7           f            22.0         58.0         0.0          0.0          1000.0       0.0          0            
S8           f            7.0          61.0         0.0          0.0          1000.0       0.0          0            
S9           f            18.0         41.0         0.0          0.0          1000.0       0.0          0            
S10          f            5.0          39.0         0.0          0.0          1000.0       0.0          0            
S11          f            14.0         20.0         0.0          0.0          1000.0       0.0          0            
S12          f            0.0          26.0         0.0          0.0          1000.0       0.0          0            
S13          f            24.0         25.0         0.0          0.0          1000.0       0.0          0            
S14          f            26.0         6.0          0.0          0.0          1000.0       0.0          0            
S15          f            34.0         20.0         0.0          0.0          1000.0       0.0          0            
S16          f            41.0         5.0          0.0          0.0          1000.0       0.0          0            
S17          f            50.0         9.0          0.0          0.0          1000.0       0.0          0            
S18          f            61.0         14.0         0.0          0.0          1000.0       0.0          0            
S19          f            62.0         21.0         0.0          0.0          1000.0       0.0          0            
S20          f            74.0         30.0         0.0          0.0          1000.0       0.0          0            
C1           cd           41.0         49.0         -25.0        0.0          974.0        10.0         C66          
C2           cp           35.0         17.0         7.0          0.0          972.0        10.0         C43          
C3           cp           55.0         45.0         13.0         0.0          967.0        10.0         C100         
C4           cd           55.0         20.0         -12.0        678.0        801.0        10.0         C97          
C5           cd           15.0         30.0         -19.0        0.0          969.0        10.0         C16          
C6           cd           25.0         30.0         -35.0        415.0        514.0        10.0         C86          
C7           cd           20.0         50.0         -9.0         0.0          968.0        10.0         C64          
C8           cp           10.0         43.0         9.0          404.0        481.0        10.0         C55          
C9           cp           55.0         60.0         16.0         400.0        497.0        10.0         C90          
C10          cd           30.0         60.0         -15.0        577.0        632.0        10.0         C71          
C11          cp           20.0         65.0         12.0         206.0        325.0        10.0         C51          
C12          cp           50.0         35.0         19.0         0.0          975.0        10.0         C26          
C13          cp           30.0         25.0         23.0         690.0        827.0        10.0         C60          
C14          cp           15.0         10.0         20.0         32.0         243.0        10.0         C44          
C15          cd           30.0         5.0          -41.0        175.0        300.0        10.0         C85          
C16          cp           10.0         20.0         19.0         272.0        373.0        10.0         C5           
C17          cd           5.0          30.0         -11.0        733.0        870.0        10.0         C21          
C18          cd           20.0         40.0         -16.0        377.0        434.0        10.0         C38          
C19          cp           15.0         60.0         17.0         269.0        378.0        10.0         C81          
C20          cd           45.0         65.0         -5.0         581.0        666.0        10.0         C36          
C21          cp           45.0         20.0         11.0         0.0          971.0        10.0         C17          
C22          cd           45.0         10.0         -6.0         409.0        494.0        10.0         C69          
C23          cd           55.0         5.0          -11.0        206.0        325.0        10.0         C96          
C24          cd           65.0         35.0         -2.0         704.0        847.0        10.0         C92          
C25          cd           65.0         20.0         -6.0         817.0        956.0        10.0         C56          
C26          cd           45.0         30.0         -19.0        0.0          978.0        10.0         C12          
C27          cd           35.0         40.0         -9.0         104.0        255.0        10.0         C29          
C28          cp           41.0         37.0         16.0         114.0        255.0        10.0         C37          
C29          cp           64.0         42.0         9.0          190.0        313.0        10.0         C27          
C30          cp           40.0         60.0         21.0         259.0        354.0        10.0         C49          
C31          cp           31.0         52.0         27.0         0.0          972.0        10.0         C52          
C32          cd           35.0         69.0         -16.0        660.0        777.0        10.0         C45          
C33          cp           53.0         52.0         11.0         45.0         200.0        10.0         C67          
C34          cp           65.0         55.0         14.0         0.0          953.0        10.0         C53          
C35          cd           63.0         65.0         -1.0         686.0        813.0        10.0         C46          
C36          cp           2.0          60.0         5.0          41.0         208.0        10.0         C20          
C37          cd           20.0         20.0         -16.0        0.0          968.0        10.0         C28          
C38          cp           5.0          5.0          16.0         302.0        405.0        10.0         C18          
C39          cp           60.0         12.0         31.0         33.0         224.0        10.0         C99          
C40          cp           40.0         25.0         9.0          360.0        437.0        10.0         C74          
C41          cd           42.0         7.0          -7.0         396.0        511.0        10.0         C57          
C42          cp           24.0         12.0         5.0          25.0         172.0        10.0         C54          
C43          cd           23.0         3.0          -7.0         620.0        705.0        10.0         C2           
C44          cd           11.0         14.0         -20.0        233.0        340.0        10.0         C14          
C45          cp           6.0          38.0         16.0         29.0         189.0        10.0         C32          
C46          cp           2.0          48.0         1.0          515.0        628.0        10.0         C35          
C47          cp           8.0          56.0         27.0         85.0         250.0        10.0         C63          
C48          cp           13.0         52.0         36.0         0.0          962.0        10.0         C68          
C49          cd           6.0          68.0         -21.0        501.0        540.0        10.0         C30          
C50          cp           47.0         47.0         13.0         0.0          973.0        10.0         C65          
C51          cd           49.0         58.0         -12.0        348.0        453.0        10.0         C11          
C52          cd           27.0         43.0         -27.0        0.0          978.0        10.0         C31          
C53          cd           37.0         31.0         -14.0        414.0        489.0        10.0         C34          
C54          cd           57.0         29.0         -5.0         641.0        734.0        10.0         C42          
C55          cd           63.0         23.0         -9.0         620.0        739.0        10.0         C8           
C56          cp           53.0         12.0         6.0          585.0        692.0        10.0         C25          
C57          cp           32.0         12.0         7.0          421.0        530.0        10.0         C41          
C58          cd           36.0         26.0         -18.0        849.0        980.0        10.0         C75          
C59          cp           21.0         24.0         28.0         0.0          972.0        10.0         C91          
C60          cd           17.0         34.0         -23.0        721.0        862.0        10.0         C13          
C61          cp           12.0         24.0         13.0         290.0        377.0        10.0         C80          
C62          cd           24.0         58.0         -11.0        163.0        302.0        10.0         C83          
C63          cd           27.0         69.0         -27.0        34.0         191.0        10.0         C47          
C64          cp           15.0         77.0         9.0          214.0        333.0        10.0         C7           
C65          cd           62.0         77.0         -13.0        49.0         188.0        10.0         C50          
C66          cp           49.0         73.0         25.0         592.0        693.0        10.0         C1           
C67          cd           67.0         5.0          -11.0        294.0        401.0        10.0         C33          
C68          cd           56.0         39.0         -36.0        637.0        752.0        10.0         C48          
C69          cp           37.0         47.0         6.0          162.0        293.0        10.0         C22          
C70          cd           37.0         56.0         -9.0         788.0        968.0        10.0         C88          
C71          cp           57.0         68.0         15.0         268.0        367.0        10.0         C10          
C72          cp           47.0         16.0         25.0         0.0          967.0        10.0         C93          
C73          cd           44.0         17.0         -13.0        308.0        399.0        10.0         C76          
C74          cd           46.0         13.0         -9.0         681.0        802.0        10.0         C40          
C75          cp           49.0         11.0         18.0         0.0          962.0        10.0         C58          
C76          cp           49.0         42.0         13.0         290.0        373.0        10.0         C73          
C77          cd           53.0         43.0         -16.0        817.0        952.0        10.0         C82          
C78          cp           61.0         52.0         3.0          384.0        499.0        10.0         C79          
C79          cd           57.0         48.0         -3.0         388.0        465.0        10.0         C78          
C80          cd           56.0         37.0         -13.0        839.0        968.0        10.0         C61          
C81          cd           55.0         54.0         -17.0        411.0        456.0        10.0         C19          
C82          cp           15.0         47.0         16.0         0.0          966.0        10.0         C77          
C83          cp           14.0         37.0         11.0         0.0          968.0        10.0         C62          
C84          cd           11.0         31.0         -10.0        436.0        511.0        10.0         C98          
C85          cp           16.0         22.0         41.0         0.0          966.0        10.0         C15          
C86          cp           4.0          18.0         35.0         388.0        465.0        10.0         C6           
C87          cp           28.0         18.0         26.0         420.0        447.0        10.0         C89          
C88          cp           26.0         52.0         9.0          279.0        388.0        10.0         C70          
C89          cd           26.0         35.0         -26.0        755.0        920.0        10.0         C87          
C90          cd           31.0         67.0         -16.0        392.0        487.0        10.0         C9           
C91          cd           15.0         19.0         -28.0        0.0          964.0        10.0         C59          
C92          cp           22.0         22.0         2.0          18.0         181.0        10.0         C24          
C93          cd           18.0         24.0         -25.0        811.0        969.0        10.0         C72          
C94          cp           26.0         27.0         27.0         0.0          977.0        10.0         C95          
C95          cd           25.0         24.0         -27.0        0.0          975.0        10.0         C94          
C96          cp           22.0         27.0         11.0         0.0          974.0        10.0         C23          
C97          cp           25.0         21.0         12.0         612.0        673.0        10.0         C4           
C98          cp           19.0         21.0         10.0         0.0          968.0        10.0         C84          
C99          cd           20.0         26.0         -31.0        333.0        432.0        10.0         C39          
C100         cd           18.0         18.0         -13.0        798.0        965.0        10.0         C3           

Vehicle battery capacity : 238.34
Vehicle freight capacity : 1000.0
battery consumption rate : 1.0
inverse recharging rate : 0.13
average velocity : 1.0
